model_tag,protocol,feature_set,true_label,pred_label,count
gemma3_4b,leave_one_prompt::BZ09,no_seq_len,monarch,monarch,41
gemma3_4b,leave_one_prompt::TC01,no_seq_len,banded,banded,3
gemma3_4b,leave_one_prompt::TC01,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt::TC01,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt::TC01,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt::TC01,no_seq_len,lowrank,lowrank,216
gemma3_4b,leave_one_prompt::TC01,no_seq_len,lowrank,monarch,21
gemma3_4b,leave_one_prompt::TC01,no_seq_len,monarch,banded,1
gemma3_4b,leave_one_prompt::TC01,no_seq_len,monarch,lowrank,2
gemma3_4b,leave_one_prompt::TC01,no_seq_len,monarch,monarch,29
gemma3_4b,leave_one_prompt::TC02,no_seq_len,banded,banded,2
gemma3_4b,leave_one_prompt::TC02,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt::TC02,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt::TC02,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt::TC02,no_seq_len,lowrank,lowrank,219
gemma3_4b,leave_one_prompt::TC02,no_seq_len,lowrank,monarch,14
gemma3_4b,leave_one_prompt::TC02,no_seq_len,monarch,banded,2
gemma3_4b,leave_one_prompt::TC02,no_seq_len,monarch,lowrank,0
gemma3_4b,leave_one_prompt::TC02,no_seq_len,monarch,monarch,35
gemma3_4b,leave_one_prompt::TC08,no_seq_len,banded,banded,2
gemma3_4b,leave_one_prompt::TC08,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt::TC08,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt::TC08,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt::TC08,no_seq_len,lowrank,lowrank,218
gemma3_4b,leave_one_prompt::TC08,no_seq_len,lowrank,monarch,15
gemma3_4b,leave_one_prompt::TC08,no_seq_len,monarch,banded,2
gemma3_4b,leave_one_prompt::TC08,no_seq_len,monarch,lowrank,1
gemma3_4b,leave_one_prompt::TC08,no_seq_len,monarch,monarch,34
gemma3_4b,leave_one_prompt::TC10,no_seq_len,banded,banded,2
gemma3_4b,leave_one_prompt::TC10,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt::TC10,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt::TC10,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt::TC10,no_seq_len,lowrank,lowrank,213
gemma3_4b,leave_one_prompt::TC10,no_seq_len,lowrank,monarch,19
gemma3_4b,leave_one_prompt::TC10,no_seq_len,monarch,banded,2
gemma3_4b,leave_one_prompt::TC10,no_seq_len,monarch,lowrank,0
gemma3_4b,leave_one_prompt::TC10,no_seq_len,monarch,monarch,36
gemma3_4b,leave_one_prompt::TR01,no_seq_len,banded,banded,0
gemma3_4b,leave_one_prompt::TR01,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt::TR01,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt::TR01,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt::TR01,no_seq_len,lowrank,lowrank,185
gemma3_4b,leave_one_prompt::TR01,no_seq_len,lowrank,monarch,12
gemma3_4b,leave_one_prompt::TR01,no_seq_len,monarch,banded,3
gemma3_4b,leave_one_prompt::TR01,no_seq_len,monarch,lowrank,5
gemma3_4b,leave_one_prompt::TR01,no_seq_len,monarch,monarch,67
gemma3_4b,leave_one_prompt::TR02,no_seq_len,banded,banded,1
gemma3_4b,leave_one_prompt::TR02,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt::TR02,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt::TR02,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt::TR02,no_seq_len,lowrank,lowrank,187
gemma3_4b,leave_one_prompt::TR02,no_seq_len,lowrank,monarch,11
gemma3_4b,leave_one_prompt::TR02,no_seq_len,monarch,banded,2
gemma3_4b,leave_one_prompt::TR02,no_seq_len,monarch,lowrank,5
gemma3_4b,leave_one_prompt::TR02,no_seq_len,monarch,monarch,66
gemma3_4b,leave_one_prompt::TR05,no_seq_len,banded,banded,1
gemma3_4b,leave_one_prompt::TR05,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt::TR05,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt::TR05,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt::TR05,no_seq_len,lowrank,lowrank,184
gemma3_4b,leave_one_prompt::TR05,no_seq_len,lowrank,monarch,14
gemma3_4b,leave_one_prompt::TR05,no_seq_len,monarch,banded,2
gemma3_4b,leave_one_prompt::TR05,no_seq_len,monarch,lowrank,2
gemma3_4b,leave_one_prompt::TR05,no_seq_len,monarch,monarch,69
gemma3_4b,leave_one_prompt::TR08,no_seq_len,banded,banded,1
gemma3_4b,leave_one_prompt::TR08,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt::TR08,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt::TR08,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt::TR08,no_seq_len,lowrank,lowrank,182
gemma3_4b,leave_one_prompt::TR08,no_seq_len,lowrank,monarch,13
gemma3_4b,leave_one_prompt::TR08,no_seq_len,monarch,banded,2
gemma3_4b,leave_one_prompt::TR08,no_seq_len,monarch,lowrank,1
gemma3_4b,leave_one_prompt::TR08,no_seq_len,monarch,monarch,73
gemma3_4b,leave_one_prompt_macro,no_seq_len,banded,banded,24
gemma3_4b,leave_one_prompt_macro,no_seq_len,banded,lowrank,0
gemma3_4b,leave_one_prompt_macro,no_seq_len,banded,monarch,0
gemma3_4b,leave_one_prompt_macro,no_seq_len,lowrank,banded,0
gemma3_4b,leave_one_prompt_macro,no_seq_len,lowrank,lowrank,2476
gemma3_4b,leave_one_prompt_macro,no_seq_len,lowrank,monarch,184
gemma3_4b,leave_one_prompt_macro,no_seq_len,monarch,banded,20
gemma3_4b,leave_one_prompt_macro,no_seq_len,monarch,lowrank,16
gemma3_4b,leave_one_prompt_macro,no_seq_len,monarch,monarch,544
ministral8b,group_split_by_model_task_layer,full,lowrank,lowrank,3315
ministral8b,group_split_by_model_task_layer,full,lowrank,monarch,31
ministral8b,group_split_by_model_task_layer,full,monarch,lowrank,2
ministral8b,group_split_by_model_task_layer,full,monarch,monarch,108
ministral8b,leave_one_prompt::BZ01,full,lowrank,lowrank,1100
ministral8b,leave_one_prompt::BZ01,full,lowrank,monarch,16
ministral8b,leave_one_prompt::BZ01,full,monarch,lowrank,0
ministral8b,leave_one_prompt::BZ01,full,monarch,monarch,36
ministral8b,leave_one_prompt::BZ02,full,lowrank,lowrank,1099
ministral8b,leave_one_prompt::BZ02,full,lowrank,monarch,21
ministral8b,leave_one_prompt::BZ02,full,monarch,lowrank,0
ministral8b,leave_one_prompt::BZ02,full,monarch,monarch,32
ministral8b,leave_one_prompt::BZ05,full,lowrank,lowrank,1101
ministral8b,leave_one_prompt::BZ05,full,lowrank,monarch,16
ministral8b,leave_one_prompt::BZ05,full,monarch,lowrank,0
ministral8b,leave_one_prompt::BZ05,full,monarch,monarch,35
ministral8b,leave_one_prompt::BZ09,full,lowrank,lowrank,1090
ministral8b,leave_one_prompt::BZ09,full,lowrank,monarch,24
ministral8b,leave_one_prompt::BZ09,full,monarch,lowrank,1
ministral8b,leave_one_prompt::BZ09,full,monarch,monarch,37
ministral8b,leave_one_prompt::TC01,full,lowrank,lowrank,1098
ministral8b,leave_one_prompt::TC01,full,lowrank,monarch,20
ministral8b,leave_one_prompt::TC01,full,monarch,lowrank,0
ministral8b,leave_one_prompt::TC01,full,monarch,monarch,34
ministral8b,leave_one_prompt::TC02,full,lowrank,lowrank,1096
ministral8b,leave_one_prompt::TC02,full,lowrank,monarch,17
ministral8b,leave_one_prompt::TC02,full,monarch,lowrank,0
ministral8b,leave_one_prompt::TC02,full,monarch,monarch,39
ministral8b,leave_one_prompt::TC08,full,lowrank,lowrank,1102
ministral8b,leave_one_prompt::TC08,full,lowrank,monarch,9
ministral8b,leave_one_prompt::TC08,full,monarch,lowrank,3
ministral8b,leave_one_prompt::TC08,full,monarch,monarch,38
ministral8b,leave_one_prompt::TC10,full,lowrank,lowrank,1096
ministral8b,leave_one_prompt::TC10,full,lowrank,monarch,16
ministral8b,leave_one_prompt::TC10,full,monarch,lowrank,0
ministral8b,leave_one_prompt::TC10,full,monarch,monarch,40
ministral8b,leave_one_prompt::TR01,full,lowrank,lowrank,1078
ministral8b,leave_one_prompt::TR01,full,lowrank,monarch,24
ministral8b,leave_one_prompt::TR01,full,monarch,lowrank,1
ministral8b,leave_one_prompt::TR01,full,monarch,monarch,49
ministral8b,leave_one_prompt::TR02,full,lowrank,lowrank,1080
ministral8b,leave_one_prompt::TR02,full,lowrank,monarch,21
ministral8b,leave_one_prompt::TR02,full,monarch,lowrank,3
ministral8b,leave_one_prompt::TR02,full,monarch,monarch,48
ministral8b,leave_one_prompt::TR05,full,lowrank,lowrank,1078
ministral8b,leave_one_prompt::TR05,full,lowrank,monarch,20
ministral8b,leave_one_prompt::TR05,full,monarch,lowrank,1
ministral8b,leave_one_prompt::TR05,full,monarch,monarch,53
ministral8b,leave_one_prompt::TR08,full,lowrank,lowrank,1072
ministral8b,leave_one_prompt::TR08,full,lowrank,monarch,25
ministral8b,leave_one_prompt::TR08,full,monarch,lowrank,1
ministral8b,leave_one_prompt::TR08,full,monarch,monarch,54
ministral8b,leave_one_prompt_macro,full,lowrank,lowrank,13090
ministral8b,leave_one_prompt_macro,full,lowrank,monarch,229
ministral8b,leave_one_prompt_macro,full,monarch,lowrank,10
ministral8b,leave_one_prompt_macro,full,monarch,monarch,495
ministral8b,group_split_by_model_task_layer,no_seq_len,lowrank,lowrank,3305
ministral8b,group_split_by_model_task_layer,no_seq_len,lowrank,monarch,41
ministral8b,group_split_by_model_task_layer,no_seq_len,monarch,lowrank,0
ministral8b,group_split_by_model_task_layer,no_seq_len,monarch,monarch,110
ministral8b,leave_one_prompt::BZ01,no_seq_len,lowrank,lowrank,1100
ministral8b,leave_one_prompt::BZ01,no_seq_len,lowrank,monarch,16
ministral8b,leave_one_prompt::BZ01,no_seq_len,monarch,lowrank,0
ministral8b,leave_one_prompt::BZ01,no_seq_len,monarch,monarch,36
ministral8b,leave_one_prompt::BZ02,no_seq_len,lowrank,lowrank,1098
ministral8b,leave_one_prompt::BZ02,no_seq_len,lowrank,monarch,22
ministral8b,leave_one_prompt::BZ02,no_seq_len,monarch,lowrank,0
ministral8b,leave_one_prompt::BZ02,no_seq_len,monarch,monarch,32
ministral8b,leave_one_prompt::BZ05,no_seq_len,lowrank,lowrank,1099
ministral8b,leave_one_prompt::BZ05,no_seq_len,lowrank,monarch,18
ministral8b,leave_one_prompt::BZ05,no_seq_len,monarch,lowrank,0
ministral8b,leave_one_prompt::BZ05,no_seq_len,monarch,monarch,35
ministral8b,leave_one_prompt::BZ09,no_seq_len,lowrank,lowrank,1093
ministral8b,leave_one_prompt::BZ09,no_seq_len,lowrank,monarch,21
ministral8b,leave_one_prompt::BZ09,no_seq_len,monarch,lowrank,1
ministral8b,leave_one_prompt::BZ09,no_seq_len,monarch,monarch,37
ministral8b,leave_one_prompt::TC01,no_seq_len,lowrank,lowrank,1096
ministral8b,leave_one_prompt::TC01,no_seq_len,lowrank,monarch,22
ministral8b,leave_one_prompt::TC01,no_seq_len,monarch,lowrank,0
ministral8b,leave_one_prompt::TC01,no_seq_len,monarch,monarch,34
ministral8b,leave_one_prompt::TC02,no_seq_len,lowrank,lowrank,1094
ministral8b,leave_one_prompt::TC02,no_seq_len,lowrank,monarch,19
ministral8b,leave_one_prompt::TC02,no_seq_len,monarch,lowrank,0
ministral8b,leave_one_prompt::TC02,no_seq_len,monarch,monarch,39
ministral8b,leave_one_prompt::TC08,no_seq_len,lowrank,lowrank,1098
ministral8b,leave_one_prompt::TC08,no_seq_len,lowrank,monarch,13
ministral8b,leave_one_prompt::TC08,no_seq_len,monarch,lowrank,2
ministral8b,leave_one_prompt::TC08,no_seq_len,monarch,monarch,39
ministral8b,leave_one_prompt::TC10,no_seq_len,lowrank,lowrank,1094
ministral8b,leave_one_prompt::TC10,no_seq_len,lowrank,monarch,18
ministral8b,leave_one_prompt::TC10,no_seq_len,monarch,lowrank,0
ministral8b,leave_one_prompt::TC10,no_seq_len,monarch,monarch,40
ministral8b,leave_one_prompt::TR01,no_seq_len,lowrank,lowrank,1084
ministral8b,leave_one_prompt::TR01,no_seq_len,lowrank,monarch,18
ministral8b,leave_one_prompt::TR01,no_seq_len,monarch,lowrank,1
ministral8b,leave_one_prompt::TR01,no_seq_len,monarch,monarch,49
ministral8b,leave_one_prompt::TR02,no_seq_len,lowrank,lowrank,1079
ministral8b,leave_one_prompt::TR02,no_seq_len,lowrank,monarch,22
ministral8b,leave_one_prompt::TR02,no_seq_len,monarch,lowrank,2
ministral8b,leave_one_prompt::TR02,no_seq_len,monarch,monarch,49
ministral8b,leave_one_prompt::TR05,no_seq_len,lowrank,lowrank,1078
ministral8b,leave_one_prompt::TR05,no_seq_len,lowrank,monarch,20
ministral8b,leave_one_prompt::TR05,no_seq_len,monarch,lowrank,2
ministral8b,leave_one_prompt::TR05,no_seq_len,monarch,monarch,52
ministral8b,leave_one_prompt::TR08,no_seq_len,lowrank,lowrank,1079
ministral8b,leave_one_prompt::TR08,no_seq_len,lowrank,monarch,18
ministral8b,leave_one_prompt::TR08,no_seq_len,monarch,lowrank,1
ministral8b,leave_one_prompt::TR08,no_seq_len,monarch,monarch,54
ministral8b,leave_one_prompt_macro,no_seq_len,lowrank,lowrank,13092
ministral8b,leave_one_prompt_macro,no_seq_len,lowrank,monarch,227
ministral8b,leave_one_prompt_macro,no_seq_len,monarch,lowrank,9
ministral8b,leave_one_prompt_macro,no_seq_len,monarch,monarch,496
qwen3_8b,group_split_by_model_task_layer,full,banded,banded,61
qwen3_8b,group_split_by_model_task_layer,full,banded,lowrank,0
qwen3_8b,group_split_by_model_task_layer,full,banded,monarch,3
qwen3_8b,group_split_by_model_task_layer,full,lowrank,banded,0
qwen3_8b,group_split_by_model_task_layer,full,lowrank,lowrank,2762
qwen3_8b,group_split_by_model_task_layer,full,lowrank,monarch,131
qwen3_8b,group_split_by_model_task_layer,full,monarch,banded,63
qwen3_8b,group_split_by_model_task_layer,full,monarch,lowrank,8
qwen3_8b,group_split_by_model_task_layer,full,monarch,monarch,428
qwen3_8b,leave_one_prompt::BZ01,full,banded,banded,22
qwen3_8b,leave_one_prompt::BZ01,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::BZ01,full,banded,monarch,0
qwen3_8b,leave_one_prompt::BZ01,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::BZ01,full,lowrank,lowrank,991
qwen3_8b,leave_one_prompt::BZ01,full,lowrank,monarch,36
qwen3_8b,leave_one_prompt::BZ01,full,monarch,banded,18
qwen3_8b,leave_one_prompt::BZ01,full,monarch,lowrank,0
qwen3_8b,leave_one_prompt::BZ01,full,monarch,monarch,85
qwen3_8b,leave_one_prompt::BZ02,full,banded,banded,22
qwen3_8b,leave_one_prompt::BZ02,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::BZ02,full,banded,monarch,2
qwen3_8b,leave_one_prompt::BZ02,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::BZ02,full,lowrank,lowrank,987
qwen3_8b,leave_one_prompt::BZ02,full,lowrank,monarch,36
qwen3_8b,leave_one_prompt::BZ02,full,monarch,banded,14
qwen3_8b,leave_one_prompt::BZ02,full,monarch,lowrank,0
qwen3_8b,leave_one_prompt::BZ02,full,monarch,monarch,91
qwen3_8b,leave_one_prompt::BZ05,full,banded,banded,21
qwen3_8b,leave_one_prompt::BZ05,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::BZ05,full,banded,monarch,0
qwen3_8b,leave_one_prompt::BZ05,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::BZ05,full,lowrank,lowrank,986
qwen3_8b,leave_one_prompt::BZ05,full,lowrank,monarch,25
qwen3_8b,leave_one_prompt::BZ05,full,monarch,banded,20
qwen3_8b,leave_one_prompt::BZ05,full,monarch,lowrank,1
qwen3_8b,leave_one_prompt::BZ05,full,monarch,monarch,99
qwen3_8b,leave_one_prompt::BZ09,full,banded,banded,18
qwen3_8b,leave_one_prompt::BZ09,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::BZ09,full,banded,monarch,0
qwen3_8b,leave_one_prompt::BZ09,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::BZ09,full,lowrank,lowrank,984
qwen3_8b,leave_one_prompt::BZ09,full,lowrank,monarch,30
qwen3_8b,leave_one_prompt::BZ09,full,monarch,banded,16
qwen3_8b,leave_one_prompt::BZ09,full,monarch,lowrank,1
qwen3_8b,leave_one_prompt::BZ09,full,monarch,monarch,103
qwen3_8b,leave_one_prompt::TC01,full,banded,banded,22
qwen3_8b,leave_one_prompt::TC01,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::TC01,full,banded,monarch,0
qwen3_8b,leave_one_prompt::TC01,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::TC01,full,lowrank,lowrank,986
qwen3_8b,leave_one_prompt::TC01,full,lowrank,monarch,39
qwen3_8b,leave_one_prompt::TC01,full,monarch,banded,20
qwen3_8b,leave_one_prompt::TC01,full,monarch,lowrank,0
qwen3_8b,leave_one_prompt::TC01,full,monarch,monarch,85
qwen3_8b,leave_one_prompt::TC02,full,banded,banded,19
qwen3_8b,leave_one_prompt::TC02,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::TC02,full,banded,monarch,0
qwen3_8b,leave_one_prompt::TC02,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::TC02,full,lowrank,lowrank,977
qwen3_8b,leave_one_prompt::TC02,full,lowrank,monarch,38
qwen3_8b,leave_one_prompt::TC02,full,monarch,banded,18
qwen3_8b,leave_one_prompt::TC02,full,monarch,lowrank,0
qwen3_8b,leave_one_prompt::TC02,full,monarch,monarch,100
qwen3_8b,leave_one_prompt::TC08,full,banded,banded,20
qwen3_8b,leave_one_prompt::TC08,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::TC08,full,banded,monarch,0
qwen3_8b,leave_one_prompt::TC08,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::TC08,full,lowrank,lowrank,986
qwen3_8b,leave_one_prompt::TC08,full,lowrank,monarch,26
qwen3_8b,leave_one_prompt::TC08,full,monarch,banded,16
qwen3_8b,leave_one_prompt::TC08,full,monarch,lowrank,2
qwen3_8b,leave_one_prompt::TC08,full,monarch,monarch,102
qwen3_8b,leave_one_prompt::TC10,full,banded,banded,18
qwen3_8b,leave_one_prompt::TC10,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::TC10,full,banded,monarch,1
qwen3_8b,leave_one_prompt::TC10,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::TC10,full,lowrank,lowrank,975
qwen3_8b,leave_one_prompt::TC10,full,lowrank,monarch,43
qwen3_8b,leave_one_prompt::TC10,full,monarch,banded,19
qwen3_8b,leave_one_prompt::TC10,full,monarch,lowrank,0
qwen3_8b,leave_one_prompt::TC10,full,monarch,monarch,96
qwen3_8b,leave_one_prompt::TR01,full,banded,banded,10
qwen3_8b,leave_one_prompt::TR01,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::TR01,full,banded,monarch,0
qwen3_8b,leave_one_prompt::TR01,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::TR01,full,lowrank,lowrank,916
qwen3_8b,leave_one_prompt::TR01,full,lowrank,monarch,31
qwen3_8b,leave_one_prompt::TR01,full,monarch,banded,8
qwen3_8b,leave_one_prompt::TR01,full,monarch,lowrank,4
qwen3_8b,leave_one_prompt::TR01,full,monarch,monarch,183
qwen3_8b,leave_one_prompt::TR02,full,banded,banded,11
qwen3_8b,leave_one_prompt::TR02,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::TR02,full,banded,monarch,1
qwen3_8b,leave_one_prompt::TR02,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::TR02,full,lowrank,lowrank,922
qwen3_8b,leave_one_prompt::TR02,full,lowrank,monarch,31
qwen3_8b,leave_one_prompt::TR02,full,monarch,banded,4
qwen3_8b,leave_one_prompt::TR02,full,monarch,lowrank,4
qwen3_8b,leave_one_prompt::TR02,full,monarch,monarch,179
qwen3_8b,leave_one_prompt::TR05,full,banded,banded,9
qwen3_8b,leave_one_prompt::TR05,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::TR05,full,banded,monarch,1
qwen3_8b,leave_one_prompt::TR05,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::TR05,full,lowrank,lowrank,905
qwen3_8b,leave_one_prompt::TR05,full,lowrank,monarch,44
qwen3_8b,leave_one_prompt::TR05,full,monarch,banded,8
qwen3_8b,leave_one_prompt::TR05,full,monarch,lowrank,3
qwen3_8b,leave_one_prompt::TR05,full,monarch,monarch,182
qwen3_8b,leave_one_prompt::TR08,full,banded,banded,7
qwen3_8b,leave_one_prompt::TR08,full,banded,lowrank,0
qwen3_8b,leave_one_prompt::TR08,full,banded,monarch,2
qwen3_8b,leave_one_prompt::TR08,full,lowrank,banded,0
qwen3_8b,leave_one_prompt::TR08,full,lowrank,lowrank,908
qwen3_8b,leave_one_prompt::TR08,full,lowrank,monarch,29
qwen3_8b,leave_one_prompt::TR08,full,monarch,banded,6
qwen3_8b,leave_one_prompt::TR08,full,monarch,lowrank,5
qwen3_8b,leave_one_prompt::TR08,full,monarch,monarch,195
qwen3_8b,leave_one_prompt_macro,full,banded,banded,199
qwen3_8b,leave_one_prompt_macro,full,banded,lowrank,0
qwen3_8b,leave_one_prompt_macro,full,banded,monarch,7
qwen3_8b,leave_one_prompt_macro,full,lowrank,banded,0
qwen3_8b,leave_one_prompt_macro,full,lowrank,lowrank,11523
qwen3_8b,leave_one_prompt_macro,full,lowrank,monarch,408
qwen3_8b,leave_one_prompt_macro,full,monarch,banded,167
qwen3_8b,leave_one_prompt_macro,full,monarch,lowrank,20
qwen3_8b,leave_one_prompt_macro,full,monarch,monarch,1500
qwen3_8b,group_split_by_model_task_layer,no_seq_len,banded,banded,61
qwen3_8b,group_split_by_model_task_layer,no_seq_len,banded,lowrank,0
qwen3_8b,group_split_by_model_task_layer,no_seq_len,banded,monarch,3
qwen3_8b,group_split_by_model_task_layer,no_seq_len,lowrank,banded,0
qwen3_8b,group_split_by_model_task_layer,no_seq_len,lowrank,lowrank,2763
qwen3_8b,group_split_by_model_task_layer,no_seq_len,lowrank,monarch,130
qwen3_8b,group_split_by_model_task_layer,no_seq_len,monarch,banded,64
qwen3_8b,group_split_by_model_task_layer,no_seq_len,monarch,lowrank,10
qwen3_8b,group_split_by_model_task_layer,no_seq_len,monarch,monarch,425
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,banded,banded,22
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,banded,monarch,0
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,lowrank,lowrank,990
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,lowrank,monarch,37
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,monarch,banded,21
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,monarch,lowrank,0
qwen3_8b,leave_one_prompt::BZ01,no_seq_len,monarch,monarch,82
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,banded,banded,22
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,banded,monarch,2
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,lowrank,lowrank,987
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,lowrank,monarch,36
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,monarch,banded,20
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,monarch,lowrank,0
qwen3_8b,leave_one_prompt::BZ02,no_seq_len,monarch,monarch,85
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,banded,banded,21
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,banded,monarch,0
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,lowrank,lowrank,985
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,lowrank,monarch,26
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,monarch,banded,23
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,monarch,lowrank,1
qwen3_8b,leave_one_prompt::BZ05,no_seq_len,monarch,monarch,96
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,banded,banded,18
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,banded,monarch,0
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,lowrank,lowrank,982
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,lowrank,monarch,32
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,monarch,banded,20
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,monarch,lowrank,0
qwen3_8b,leave_one_prompt::BZ09,no_seq_len,monarch,monarch,100
qwen3_8b,leave_one_prompt::TC01,no_seq_len,banded,banded,22
qwen3_8b,leave_one_prompt::TC01,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::TC01,no_seq_len,banded,monarch,0
qwen3_8b,leave_one_prompt::TC01,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::TC01,no_seq_len,lowrank,lowrank,988
qwen3_8b,leave_one_prompt::TC01,no_seq_len,lowrank,monarch,37
qwen3_8b,leave_one_prompt::TC01,no_seq_len,monarch,banded,22
qwen3_8b,leave_one_prompt::TC01,no_seq_len,monarch,lowrank,0
qwen3_8b,leave_one_prompt::TC01,no_seq_len,monarch,monarch,83
qwen3_8b,leave_one_prompt::TC02,no_seq_len,banded,banded,19
qwen3_8b,leave_one_prompt::TC02,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::TC02,no_seq_len,banded,monarch,0
qwen3_8b,leave_one_prompt::TC02,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::TC02,no_seq_len,lowrank,lowrank,978
qwen3_8b,leave_one_prompt::TC02,no_seq_len,lowrank,monarch,37
qwen3_8b,leave_one_prompt::TC02,no_seq_len,monarch,banded,20
qwen3_8b,leave_one_prompt::TC02,no_seq_len,monarch,lowrank,0
qwen3_8b,leave_one_prompt::TC02,no_seq_len,monarch,monarch,98
qwen3_8b,leave_one_prompt::TC08,no_seq_len,banded,banded,20
qwen3_8b,leave_one_prompt::TC08,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::TC08,no_seq_len,banded,monarch,0
qwen3_8b,leave_one_prompt::TC08,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::TC08,no_seq_len,lowrank,lowrank,983
qwen3_8b,leave_one_prompt::TC08,no_seq_len,lowrank,monarch,29
qwen3_8b,leave_one_prompt::TC08,no_seq_len,monarch,banded,19
qwen3_8b,leave_one_prompt::TC08,no_seq_len,monarch,lowrank,2
